Longitude,Latitude
10.59021322517519,54.99331287364445
10.590026966466652,54.993598604134164
10.590026441814064,54.99360319175832
10.589921008276429,54.99368023479443
10.589666620458608,54.99412002035576
10.58963833075498,54.99422891502296
10.58961004185584,54.994337811687444
10.5895868185544,54.99447475077762
10.58958681792591,54.994474758605044
10.589657830072088,54.99487176851868
10.589927960246914,54.99523941592763
10.590373526170172,54.995545462485
10.590955459419893,54.99576307087752
10.591196407554,54.99580282346717
10.591277810441746,54.99588351159183
10.591292613616865,54.99607881757998
10.591203339052713,54.99612364888785
10.589888058945569,54.99674440837222
10.589719327122378,54.9968322614145
10.589719317186077,54.99683226711668
10.589290388906008,54.997170118455145
10.589062278998064,54.997567298242345
10.589056961840031,54.99798555580664
10.589056963867801,54.99798556359936
10.589097384560825,54.99810423350692
10.589355094242679,54.998714270158096
10.58937184649175,54.998754017062666
10.589384248779256,54.99875228961198
10.589438850737025,54.9988841304122
10.589438856085492,54.99888413915017
10.589530206331915,54.999012020527346
10.590521177273464,55.00021903559009
10.590534175556012,55.00023460782361
10.59170718125556,55.00161705747828
10.591711550666822,55.001615832405484
10.592079849022767,55.00193303442539
10.592620934477702,55.00218636911123
10.593267770909325,55.002336940121225
10.593963054934386,55.0023714081864
10.594645189952443,55.00228671975009
10.594645203128918,55.002286716881095
10.594854723549695,55.002234250272664
10.595246797322329,55.00212270111107
10.595496285301053,55.00205171897615
10.595759708137738,55.00197722299564
10.595762935095866,55.00197630863841
10.596407511362356,55.001793312219085
10.596433110407986,55.0017859323724
10.596476141349411,55.001773337500545
10.596576771735668,55.00182080732184
10.597233089132144,55.00197329855983
10.597938671709896,55.00200623915022
10.598629197548755,55.00191662622157
10.598629210255996,55.00191662335831
10.598838685622644,55.00186247745711
10.599281000030333,55.00173281792453
10.599283560300416,55.00173206626558
10.599572938025283,55.00164697993087
10.599571966135962,55.0016458877616
10.599655797739501,55.00162141614869
10.599655816263367,55.00162141015304
10.600256632366474,55.00134320674967
10.600404949370636,55.001207864045185
10.600977654251478,55.00110706427121
10.601594215482613,55.00085288195863
10.601594225418195,55.00085287625549
10.601739275926576,55.000761602914025
10.601907026535434,55.00064579765195
10.602074773792651,55.00052999248138
10.602073474516269,55.00052937057909
10.602130652021522,55.000489886761194
10.602130662194284,55.000489879167496
10.602270226504464,55.00034740546915
10.60238934682921,55.00024765905171
10.602413168579726,55.00020148238962
10.602459418306907,55.00015426788087
10.602535110859828,54.999965104794725
10.602597348925507,54.999844459040055
10.602595978639735,54.99981298896846
10.602609615700812,54.99977890817131
10.60258389610844,54.999535498153904
10.602579042826099,54.9994240349807
10.602570673955341,54.99941036254253
10.602568993116439,54.999394454875116
10.602340873299278,54.99903230461972
10.602337795610465,54.99902989919474
10.602336217739923,54.99902732133331
10.60228811995909,54.998991074213606
10.60197856124854,54.99874913035039
10.601955144465597,54.99872265056255
10.60195513289498,54.99872263876139
10.601845646938877,54.99862166686421
10.601508689791494,54.9983394700294
10.601605007136117,54.998232085119156
10.601729592939465,54.99784505254118
10.601654361985775,54.99745383214837
10.601654358560031,54.997453824643884
10.601582202978683,54.99732320769416
10.601511437381289,54.997214588363974
10.601486871577704,54.99717688544872
10.601467783868575,54.997116579972186
10.601428036607475,54.99699102880018
10.601428046552074,54.99699010559151
10.601428052978859,54.99698948605141
10.60141842256845,54.996859425442224
10.601418419853703,54.99685940831159
10.601387348181206,54.9967315191151
10.601330600828343,54.996558814194294
10.601327559481607,54.99654972918557
10.601072187842906,54.99580073768291
10.60096916952799,54.99546474875549
10.600959969625732,54.99546568109406
10.600774447503072,54.9951161354009
10.600377980466124,54.99478137461305
10.59982643991162,54.994529439592775
10.599169624413738,54.994383076509294
10.598466834970466,54.99435549971385
10.597781522178522,54.994449198988114
10.597781509477143,54.994449201941116
10.597561065401893,54.99450827811049
10.597411213526277,54.99455401883768
10.597405966209104,54.99453457573232
10.597072744059535,54.99415690541688
10.596552140523729,54.99385732351781
10.595895551915442,54.993665404149105
10.595838205962728,54.99366025790041
10.595809797246844,54.993634942808605
10.59576692641944,54.99359808567561
10.595766921408392,54.99359808151717
10.59573506200662,54.99357229458984
10.595578387339613,54.9934485827214
10.595412823492389,54.99331777771639
10.595406070710682,54.99331243749595
10.59021322517519,54.99331287364445
